NoAction,Action,Num
-23.00346363,-196.5857019,10620
-23.01259665,-196.5857019,10621
-23.07029474,-196.5857019,10622
-23.14485539,-196.5857019,10623
-23.12230379,-196.5857019,10624
-23.13988052,-196.5857019,10625
-23.05172765,-196.5857019,10626
-23.02218008,-196.5857019,10627
-23.07574822,-196.5857019,10628
-23.1474829,-196.5857019,10629
-23.10609719,-196.5857019,10630
-23.14290455,-196.5857019,10631
-23.15037609,-196.5857019,10632
-23.07537497,-196.5857019,10633
-23.09408382,-196.5857019,10634
-23.09610262,-196.5857019,10635
-23.07218895,-196.5857019,10636
-22.94713286,-196.5857019,10637
-22.99112168,-196.5857019,10638
-22.97261715,-196.5857019,10639
-23.02299873,-196.5857019,10640
-23.05966355,-196.5857019,10641
-23.11650649,-196.5857019,10642
-23.1300696,-196.5857019,10643
-23.07371684,-196.5857019,10644
-23.09455666,-196.5857019,10645
-23.1245725,-196.5857019,10646
-23.14156214,-196.5857019,10647
-23.12499538,-196.5857019,10648
-23.12784155,-196.5857019,10649
-23.13053012,-196.5857019,10650
-21.01793795,-196.5857019,10651
-22.42080817,-196.5857019,10652
-22.81301746,-196.5857019,10653
-23.05338642,-196.5857019,10654
-23.05181658,-196.5857019,10655
-23.04589336,-196.5857019,10656
-23.13287822,-196.5857019,10657
-23.10197861,-196.5857019,10658
-23.06971669,-196.5857019,10659
-23.03303648,-196.5857019,10660
-22.9735058,-196.5857019,10661
-23.02593951,-196.5857019,10662
-22.97915682,-196.5857019,10663
-22.98885199,-196.5857019,10664
-23.02341929,-196.5857019,10665
-23.0194575,-196.5857019,10666
-23.0314211,-196.5857019,10667
-23.02564847,-196.5857019,10668
-22.76820653,-196.5857019,10669
-22.81309324,-196.5857019,10670
-22.84784298,-196.5857019,10671
-22.83581344,-196.5857019,10672
-22.98719269,-196.5857019,10673
-23.01861968,-196.5857019,10674
-23.00665174,-196.5857019,10675
-22.99145304,-196.5857019,10676
-22.98525459,-196.5857019,10677
-23.03278455,-196.5857019,10678
-23.05050754,-196.5857019,10679
-23.07022864,-196.5857019,10680
-23.05488729,-196.5857019,10681
-23.02565188,-196.5857019,10682
-23.00574269,-196.5857019,10683
-22.98122485,-196.5857019,10684
-22.84232985,-196.5857019,10685
-22.97521599,-196.5857019,10686
-22.90863606,-196.5857019,10687
-22.62238155,-196.5857019,10688
-22.72285217,-196.5857019,10689
-22.80942621,-196.5857019,10690
-22.80421416,-196.5857019,10691
-22.68981607,-196.5857019,10692
-22.76799945,-196.5857019,10693
-22.78326855,-196.5857019,10694
-22.68685943,-196.5857019,10695
-22.49543526,-196.5857019,10696
-22.59663832,-196.5857019,10697
-22.7169206,-196.5857019,10698
-22.87667924,-196.5857019,10699
-22.99639026,-196.5857019,10700
-22.99667396,-196.5857019,10701
-23.00472635,-196.5857019,10702
-22.97475463,-196.5857019,10703
-23.03607982,-196.5857019,10704
-23.0194513,-196.5857019,10705
-23.11188277,-196.5857019,10706
-22.8347644,-196.5857019,10707
-22.88996211,-196.5857019,10708
-22.89898369,-196.5857019,10709
-22.93632434,-196.5857019,10710
-23.04864436,-196.5857019,10711
-23.04686598,-196.5857019,10712
-23.03822498,-196.5857019,10713
-23.06762355,-196.5857019,10714
-23.06276732,-196.5857019,10715
-23.00954558,-196.5857019,10716
-22.9270589,-196.5857019,10717
-22.91788465,-196.5857019,10718
-23.04911605,-196.5857019,10719
-23.08369284,-196.5857019,10720
-23.04094975,-196.5857019,10721
-23.01504684,-196.5857019,10722
-23.04369234,-196.5857019,10723
-23.04664359,-196.5857019,10724
-23.0472955,-196.5857019,10725
-23.02921172,-196.5857019,10726
-22.95495357,-196.5857019,10727
-23.0214122,-196.5857019,10728
-23.00876698,-196.5857019,10729
-23.01971126,-196.5857019,10730
-23.01240584,-196.5857019,10731
-22.95288469,-196.5857019,10732
-23.00542495,-196.5857019,10733
-23.00227094,-196.5857019,10734
-22.99638128,-196.5857019,10735
-22.99211491,-196.5857019,10736
-23.00198209,-196.5857019,10737
-23.0004108,-196.5857019,10738
-22.96670577,-196.5857019,10739
-22.95910604,-196.5857019,10740
-23.04288771,-196.5857019,10741
-23.02578846,-196.5857019,10742
-23.04802193,-196.5857019,10743
-22.84422152,-196.5857019,10744
-22.9251855,-196.5857019,10745
-22.90325798,-196.5857019,10746
-22.93570785,-196.5857019,10747
-22.96859323,-196.5857019,10748
-22.77383679,-196.5857019,10749
-22.85532986,-196.5857019,10750
-22.91508301,-196.5857019,10751
-22.96328279,-196.5857019,10752
-22.95598829,-196.5857019,10753
-22.95306879,-196.5857019,10754
-22.9937029,-196.5857019,10755
-22.96368072,-196.5857019,10756
-23.00189477,-196.5857019,10757
-23.03222281,-196.5857019,10758
-22.98070271,-196.5857019,10759
-22.93157332,-196.5857019,10760
-22.91044937,-196.5857019,10761
-23.00635278,-196.5857019,10762
-22.99199964,-196.5857019,10763
-22.9954711,-196.5857019,10764
-22.98115717,-196.5857019,10765
-22.97081606,-196.5857019,10766
-22.97145344,-196.5857019,10767
-22.96145664,-196.5857019,10768
-22.9071952,-196.5857019,10769
-22.92212167,-196.5857019,10770
-22.98744638,-196.5857019,10771
-22.97619198,-196.5857019,10772
-22.98517855,-196.5857019,10773
-22.99694234,-196.5857019,10774
-22.83848171,-196.5857019,10775
-22.86025455,-196.5857019,10776
-22.85934361,-196.5857019,10777
-22.90690896,-196.5857019,10778
-22.94171018,-196.5857019,10779
-22.92993119,-196.5857019,10780
-22.98013465,-196.5857019,10781
-22.97984366,-196.5857019,10782
-23.00993009,-196.5857019,10783
-22.98185044,-196.5857019,10784
-22.54917979,-196.5857019,10785
-22.61959745,-196.5857019,10786
-22.67798252,-196.5857019,10787
-22.83723957,-196.5857019,10788
-22.88909729,-196.5857019,10789
-22.94904345,-196.5857019,10790
-22.96150614,-196.5857019,10791
-22.96235573,-196.5857019,10792
-22.91506513,-196.5857019,10793
-22.92804333,-196.5857019,10794
-22.90803386,-196.5857019,10795
-22.92131255,-196.5857019,10796
-22.24741275,-196.5857019,10797
-22.40666485,-196.5857019,10798
-22.19629381,-196.5857019,10799
-22.55328143,-196.5857019,10800
-22.80827982,-196.5857019,10801
-22.82610432,-196.5857019,10802
-22.44331069,-196.5857019,10803
-22.66107906,-196.5857019,10804
-22.86748375,-196.5857019,10805
-22.80791317,-196.5857019,10806
-22.92920516,-196.5857019,10807
-22.90937562,-196.5857019,10808
-22.98261405,-196.5857019,10809
-22.95913317,-196.5857019,10810
-22.98636442,-196.5857019,10811
-22.97086292,-196.5857019,10812
-22.98743867,-196.5857019,10813
-22.9374302,-196.5857019,10814
-22.953739,-196.5857019,10815
-22.91614324,-196.5857019,10816
-22.89151535,-196.5857019,10817
-22.94727907,-196.5857019,10818
-22.97347225,-196.5857019,10819
-22.95900401,-196.5857019,10820
-22.92895755,-196.5857019,10821
-22.86789025,-196.5857019,10822
-22.8915279,-196.5857019,10823
-22.89327075,-196.5857019,10824
-23.14050297,-196.5857019,10825
-23.11244558,-196.5857019,10826
-23.0035459,-196.5857019,10827
-22.94591335,-196.5857019,10828
-22.87871237,-196.5857019,10829
-22.97145635,-196.5857019,10830
-23.31172078,-196.5857019,10831
-23.20505287,-196.5857019,10832
-23.75010408,-196.5857019,10833
-23.26831552,-196.5857019,10834
-23.25572544,-196.5857019,10835
-23.85789427,-196.5857019,10836
-23.75594266,-196.5857019,10837
-23.35756248,-196.5857019,10838
-23.27148734,-196.5857019,10839
-23.17414409,-196.5857019,10840
-23.29821511,-196.5857019,10841
-23.23105309,-196.5857019,10842
-23.14348398,-196.5857019,10843
-23.13267212,-196.5857019,10844
-23.58631669,-196.5857019,10845
-23.62301274,-196.5857019,10846
-23.92215762,-196.5857019,10847
-23.52362133,-196.5857019,10848
-23.32067299,-196.5857019,10849
-23.18699453,-196.5857019,10850
-23.35860962,-196.5857019,10851
-23.42695256,-196.5857019,10852
-24.60195645,-196.5857019,10853
-23.63356864,-196.5857019,10854
-24.46996689,-196.5857019,10855
-23.79022679,-196.5857019,10856
-23.50788123,-196.5857019,10857
-24.46608368,-196.5857019,10858
-24.11896723,-196.5857019,10859
-23.8945501,-196.5857019,10860
-24.8149943,-196.5857019,10861
-25.3171194,-196.5857019,10862
-24.0069806,-196.5857019,10863
-23.59078577,-196.5857019,10864
-23.4780937,-196.5857019,10865
-23.74125013,-196.5857019,10866
-23.93554533,-196.5857019,10867
-23.59588057,-196.5857019,10868
-23.58072379,-196.5857019,10869
-23.46553111,-196.5857019,10870
-23.2671653,-196.5857019,10871
-23.71617485,-196.5857019,10872
-23.3761065,-196.5857019,10873
-23.31632854,-196.5857019,10874
-23.2382779,-196.5857019,10875
-23.23284844,-196.5857019,10876
-23.10983928,-196.5857019,10877
-23.1680431,-196.5857019,10878
-23.5343444,-196.5857019,10879
-24.06573729,-196.5857019,10880
-23.69690564,-196.5857019,10881
-23.44405699,-196.5857019,10882
-23.1971875,-196.5857019,10883
-23.27341057,-196.5857019,10884
-24.01909916,-196.5857019,10885
-23.82418845,-196.5857019,10886
-24.0776042,-196.5857019,10887
-23.60518042,-196.5857019,10888
-23.39684789,-196.5857019,10889
-23.58146293,-196.5857019,10890
-23.58472665,-196.5857019,10891
-23.93160568,-196.5857019,10892
-23.82334283,-196.5857019,10893
-23.80443032,-196.5857019,10894
-24.04552568,-196.5857019,10895
-23.71428206,-196.5857019,10896
-23.42239465,-196.5857019,10897
-23.14682052,-196.5857019,10898
-23.44714962,-196.5857019,10899
-23.23767357,-196.5857019,10900
-23.10853182,-196.5857019,10901
-23.12355832,-196.5857019,10902
-23.24679495,-196.5857019,10903
-23.25858921,-196.5857019,10904
-23.40658874,-196.5857019,10905
-23.301936,-196.5857019,10906
-23.18078735,-196.5857019,10907
-23.14061243,-196.5857019,10908
-23.2143603,-196.5857019,10909
-23.15995752,-196.5857019,10910
-23.28254117,-196.5857019,10911
-23.50779676,-196.5857019,10912
-23.37642799,-196.5857019,10913
-23.25622039,-196.5857019,10914
-23.36867043,-196.5857019,10915
-23.562363,-196.5857019,10916
-23.47043514,-196.5857019,10917
-23.57520239,-196.5857019,10918
-23.70915374,-196.5857019,10919
-24.1890367,-196.5857019,10920
-23.65334952,-196.5857019,10921
-23.43994916,-196.5857019,10922
-23.45702687,-196.5857019,10923
-23.58389422,-196.5857019,10924
-23.54525585,-196.5857019,10925
-23.4503332,-196.5857019,10926
-23.34397107,-196.5857019,10927
-23.38844989,-196.5857019,10928
-23.39318731,-196.5857019,10929
-23.4161304,-196.5857019,10930
-23.38102109,-196.5857019,10931
-23.24162365,-196.5857019,10932
-23.24169484,-196.5857019,10933
-23.1821235,-196.5857019,10934
-23.49214394,-196.5857019,10935
-23.53462964,-196.5857019,10936
-23.62614282,-196.5857019,10937
-23.67673195,-196.5857019,10938
-23.45368694,-196.5857019,10939
-23.43334359,-196.5857019,10940
-23.32778487,-196.5857019,10941
-23.30593214,-196.5857019,10942
-23.38452776,-196.5857019,10943
-23.55815904,-196.5857019,10944
-23.40037864,-196.5857019,10945
-23.27173165,-196.5857019,10946
-22.92800032,-196.5857019,10947
-22.63673271,-196.5857019,10948
-23.01745382,-196.5857019,10949
-23.34135318,-196.5857019,10950
-23.45663596,-196.5857019,10951
-23.54192138,-196.5857019,10952
-23.16857244,-196.5857019,10953
-23.27048277,-196.5857019,10954
-23.19887547,-196.5857019,10955
-23.41291013,-196.5857019,10956
-23.4531032,-196.5857019,10957
-23.54445066,-196.5857019,10958
-23.11927585,-196.5857019,10959
-23.18108106,-196.5857019,10960
-23.37111239,-196.5857019,10961
-23.39483291,-196.5857019,10962
-23.35722702,-196.5857019,10963
-23.4486194,-196.5857019,10964
-23.47504134,-196.5857019,10965
-23.36620326,-196.5857019,10966
-23.3822729,-196.5857019,10967
-23.40252003,-196.5857019,10968
-22.9123356,-196.5857019,10969
-23.10262816,-196.5857019,10970
-23.29413057,-196.5857019,10971
-23.36362544,-196.5857019,10972
-23.5303844,-196.5857019,10973
-23.43204476,-196.5857019,10974
-23.15112358,-196.5857019,10975
-23.09390358,-196.5857019,10976
-23.12109199,-196.5857019,10977
-23.17484489,-196.5857019,10978
-23.17166912,-196.5857019,10979
-23.32227571,-196.5857019,10980
-23.31014761,-196.5857019,10981
-23.29056157,-196.5857019,10982
-23.30753599,-196.5857019,10983
-23.33647957,-196.5857019,10984
-23.45693315,-196.5857019,10985
-23.35927451,-196.5857019,10986
-23.31311085,-196.5857019,10987
-23.2823658,-196.5857019,10988
-23.4683922,-196.5857019,10989
-23.3343802,-196.5857019,10990
-23.28806474,-196.5857019,10991
-23.34656446,-196.5857019,10992
-23.4805036,-196.5857019,10993
-23.11159648,-196.5857019,10994
-23.04136729,-196.5857019,10995
-23.08625595,-196.5857019,10996
-23.13698702,-196.5857019,10997
-23.19986368,-196.5857019,10998
-23.21440799,-196.5857019,10999
-23.16355938,-196.5857019,11000
-23.19273231,-196.5857019,11001
-23.19437901,-196.5857019,11002
-23.23173851,-196.5857019,11003
-23.32280207,-196.5857019,11004
-23.25720042,-196.5857019,11005
-23.18255172,-196.5857019,11006
-23.20771724,-196.5857019,11007
-23.18571078,-196.5857019,11008
-23.27074326,-196.5857019,11009
-23.21062497,-196.5857019,11010
-23.15359342,-196.5857019,11011
-23.14364852,-196.5857019,11012
-23.29955981,-196.5857019,11013
-23.27152814,-196.5857019,11014
-23.20766086,-196.5857019,11015
-23.32158983,-196.5857019,11016
-23.22252466,-196.5857019,11017
-23.17089582,-196.5857019,11018
-23.25452472,-196.5857019,11019
-23.32304185,-196.5857019,11020
-23.23499444,-196.5857019,11021
-23.18816543,-196.5857019,11022
-23.21649944,-196.5857019,11023
-23.01234607,-196.5857019,11024
-23.14681952,-196.5857019,11025
-23.15854867,-196.5857019,11026
-23.27542564,-196.5857019,11027
-23.31591217,-196.5857019,11028
-23.21845935,-196.5857019,11029
-23.21279366,-196.5857019,11030
-23.18264525,-196.5857019,11031
-23.1147311,-196.5857019,11032
-23.07870644,-196.5857019,11033
-22.40652315,-196.5857019,11034
-22.85993911,-196.5857019,11035
-22.18856178,-196.5857019,11036
-22.75566013,-196.5857019,11037
-22.71687939,-196.5857019,11038
-22.47005908,-196.5857019,11039
-22.77448371,-196.5857019,11040
-22.72325479,-196.5857019,11041
-22.91575164,-196.5857019,11042
-22.86524602,-196.5857019,11043
-22.979765,-196.5857019,11044
-23.23941902,-196.5857019,11045
-23.31499219,-196.5857019,11046
-23.27064783,-196.5857019,11047
-23.19051295,-196.5857019,11048
-23.14286996,-196.5857019,11049
-23.16117023,-196.5857019,11050
-22.96391108,-196.5857019,11051
-23.03802406,-196.5857019,11052
-23.10029534,-196.5857019,11053
-23.05206529,-196.5857019,11054
-23.1422524,-196.5857019,11055
-23.11817844,-196.5857019,11056
-23.08192722,-196.5857019,11057
-22.96891751,-196.5857019,11058
-22.98609183,-196.5857019,11059
-23.16798595,-196.5857019,11060
-23.19045156,-196.5857019,11061
-23.18744988,-196.5857019,11062
-23.13064265,-196.5857019,11063
-23.10216423,-196.5857019,11064
-23.0969113,-196.5857019,11065
-23.15375158,-196.5857019,11066
-23.19982418,-196.5857019,11067
-23.2851941,-196.5857019,11068
-23.21609545,-196.5857019,11069
-23.10985831,-196.5857019,11070
-23.14771889,-196.5857019,11071
-23.14579862,-196.5857019,11072
-23.16574504,-196.5857019,11073
-23.17834091,-196.5857019,11074
-23.22124704,-196.5857019,11075
-23.15870432,-196.5857019,11076
-23.11093032,-196.5857019,11077
-23.0835008,-196.5857019,11078
-23.05676508,-196.5857019,11079
-23.16320443,-196.5857019,11080
-23.1152526,-196.5857019,11081
-23.14572283,-196.5857019,11082
-23.24380843,-196.5857019,11083
-23.2691332,-196.5857019,11084
-23.20685886,-196.5857019,11085
-23.22931302,-196.5857019,11086
-23.28889841,-196.5857019,11087
-23.32732989,-196.5857019,11088
-23.32472465,-196.5857019,11089
-23.21878731,-196.5857019,11090
-23.0632627,-196.5857019,11091
-23.02192184,-196.5857019,11092
-23.07759701,-196.5857019,11093
-23.09173785,-196.5857019,11094
-23.20542611,-196.5857019,11095
-23.14602502,-196.5857019,11096
-23.16632235,-196.5857019,11097
-23.25368481,-196.5857019,11098
-23.21392664,-196.5857019,11099
-23.13812416,-196.5857019,11100
-23.14322721,-196.5857019,11101
-23.21113155,-196.5857019,11102
-23.24059356,-196.5857019,11103
-23.23090694,-196.5857019,11104
-23.20337943,-196.5857019,11105
-23.10153238,-196.5857019,11106
-23.16882939,-196.5857019,11107
-22.98021651,-196.5857019,11108
-23.03939738,-196.5857019,11109
-23.02413816,-196.5857019,11110
-23.0628077,-196.5857019,11111
-23.07919991,-196.5857019,11112
-23.14519291,-196.5857019,11113
-23.18883552,-196.5857019,11114
-22.97163179,-196.5857019,11115
-23.0283679,-196.5857019,11116
-23.09305625,-196.5857019,11117
-23.11360692,-196.5857019,11118
-23.13853523,-196.5857019,11119
-23.17224023,-196.5857019,11120
-23.17173205,-196.5857019,11121
-23.18631384,-196.5857019,11122
-23.1839556,-196.5857019,11123
-23.14238803,-196.5857019,11124
-23.1309183,-196.5857019,11125
-23.08900295,-196.5857019,11126
-23.01278722,-196.5857019,11127
-23.07772281,-196.5857019,11128
-23.1042864,-196.5857019,11129
-23.08670211,-196.5857019,11130
-23.16376127,-196.5857019,11131
-23.22132716,-196.5857019,11132
-23.26886511,-196.5857019,11133
-23.16087028,-196.5857019,11134
-23.19657945,-196.5857019,11135
-23.19284089,-196.5857019,11136
-23.10352057,-196.5857019,11137
-23.09844233,-196.5857019,11138
-23.19050173,-196.5857019,11139
-23.15642259,-196.5857019,11140
-23.09312957,-196.5857019,11141
-23.14773201,-196.5857019,11142
-23.19622225,-196.5857019,11143
-23.18900012,-196.5857019,11144
-23.25694455,-196.5857019,11145
-23.27276179,-196.5857019,11146
-23.26628484,-196.5857019,11147
-23.24252437,-196.5857019,11148
-23.21948086,-196.5857019,11149
-23.23180382,-196.5857019,11150
-23.25662643,-196.5857019,11151
-23.22933864,-196.5857019,11152
-23.17870391,-196.5857019,11153
-23.21751311,-196.5857019,11154
-23.1663499,-196.5857019,11155
-23.14644581,-196.5857019,11156
-23.10472586,-196.5857019,11157
-23.17065334,-196.5857019,11158
-23.17175619,-196.5857019,11159
-22.68705151,-196.5857019,11160
-22.85616792,-196.5857019,11161
-23.00231996,-196.5857019,11162
-23.00530487,-196.5857019,11163
-22.84629212,-196.5857019,11164
-23.02859791,-196.5857019,11165
-23.16221844,-196.5857019,11166
-23.14411395,-196.5857019,11167
-23.17266494,-196.5857019,11168
-23.16855455,-196.5857019,11169
-23.07567027,-196.5857019,11170
-23.117753,-196.5857019,11171
-23.14712867,-196.5857019,11172
-23.17581831,-196.5857019,11173
-23.19822492,-196.5857019,11174
-23.13253478,-196.5857019,11175
-23.13905077,-196.5857019,11176
-23.19236779,-196.5857019,11177
-23.0178636,-196.5857019,11178
-23.13471194,-196.5857019,11179
-23.13627541,-196.5857019,11180
-23.11142168,-196.5857019,11181
-23.10706788,-196.5857019,11182
-23.09873862,-196.5857019,11183
-23.1246987,-196.5857019,11184
-23.21133852,-196.5857019,11185
-23.26830465,-196.5857019,11186
-23.1712946,-196.5857019,11187
-23.20367458,-196.5857019,11188
-23.22959806,-196.5857019,11189
-23.26441217,-196.5857019,11190
-22.65296315,-196.5857019,11191
-22.72263322,-196.5857019,11192
-22.7675477,-196.5857019,11193
-23.05750587,-196.5857019,11194
-23.16026594,-196.5857019,11195
-23.20229674,-196.5857019,11196
-23.06487841,-196.5857019,11197
-23.04338079,-196.5857019,11198
-22.89603072,-196.5857019,11199
-23.07375996,-196.5857019,11200
-23.1286746,-196.5857019,11201
-23.12422964,-196.5857019,11202
-23.15919762,-196.5857019,11203
-23.23935042,-196.5857019,11204
-21.97253635,-196.5857019,11205
-22.80688837,-196.5857019,11206
-23.03502222,-196.5857019,11207
-23.10067568,-196.5857019,11208
-23.08976927,-196.5857019,11209
-23.17667687,-196.5857019,11210
-23.15411528,-196.5857019,11211
-23.16069943,-196.5857019,11212
-23.18556092,-196.5857019,11213
-23.20148099,-196.5857019,11214
-23.17123695,-196.5857019,11215
-23.116287,-196.5857019,11216
-23.13857853,-196.5857019,11217
-23.18069918,-196.5857019,11218
-23.20270571,-196.5857019,11219
-23.23294681,-196.5857019,11220
-23.20269554,-196.5857019,11221
-23.17640382,-196.5857019,11222
-23.17697488,-196.5857019,11223
-23.18526166,-196.5857019,11224
-23.18885622,-196.5857019,11225
-23.10258741,-196.5857019,11226
-23.05604598,-196.5857019,11227
-23.13852936,-196.5857019,11228
-23.17407226,-196.5857019,11229
-23.20092617,-196.5857019,11230
-23.17276318,-196.5857019,11231
-23.17636003,-196.5857019,11232
-23.04638245,-196.5857019,11233
-22.97177098,-196.5857019,11234
-22.97412381,-196.5857019,11235
-22.97531903,-196.5857019,11236
-23.06764901,-196.5857019,11237
-23.07564792,-196.5857019,11238
-23.09215404,-196.5857019,11239
-23.12819136,-196.5857019,11240
-23.10718285,-196.5857019,11241
-23.06746213,-196.5857019,11242
-21.46222061,-196.5857019,11243
-21.10596979,-196.5857019,11244
-22.08400234,-196.5857019,11245
-22.44844086,-196.5857019,11246
-22.83554051,-196.5857019,11247
-22.38879757,-196.5857019,11248
-22.59419642,-196.5857019,11249
-22.80764635,-196.5857019,11250
-22.93271621,-196.5857019,11251
-22.96683481,-196.5857019,11252
-23.03268384,-196.5857019,11253
-23.03096956,-196.5857019,11254
-22.97482733,-196.5857019,11255
-23.04233133,-196.5857019,11256
-23.14742832,-196.5857019,11257
-23.10872184,-196.5857019,11258
-22.98218033,-196.5857019,11259
-23.04735713,-196.5857019,11260
-22.88823004,-196.5857019,11261
-22.98892535,-196.5857019,11262
-23.0571204,-196.5857019,11263
-23.07876425,-196.5857019,11264
-23.11081688,-196.5857019,11265
-23.09127066,-196.5857019,11266
-23.0909817,-196.5857019,11267
-23.07788749,-196.5857019,11268
-23.06761608,-196.5857019,11269
-22.92476913,-196.5857019,11270
-23.0053599,-196.5857019,11271
-22.8955108,-196.5857019,11272
-22.94437291,-196.5857019,11273
-23.00245507,-196.5857019,11274
-23.04203871,-196.5857019,11275
-23.07257602,-196.5857019,11276
-23.00776538,-196.5857019,11277
-23.10783709,-196.5857019,11278
-23.13448896,-196.5857019,11279
-23.13280115,-196.5857019,11280
-23.1283875,-196.5857019,11281
-23.08315223,-196.5857019,11282
-23.13256251,-196.5857019,11283
-23.14461747,-196.5857019,11284
-23.10590532,-196.5857019,11285
-23.12671022,-196.5857019,11286
-23.17176814,-196.5857019,11287
-22.97910262,-196.5857019,11288
-22.61348955,-196.5857019,11289
-22.75128184,-196.5857019,11290
-22.91520582,-196.5857019,11291
-22.77509436,-196.5857019,11292
-22.88206412,-196.5857019,11293
-23.03471393,-196.5857019,11294
-23.09816218,-196.5857019,11295
-23.09150257,-196.5857019,11296
-23.08054188,-196.5857019,11297
-23.09376807,-196.5857019,11298
-23.10773888,-196.5857019,11299
-23.14338958,-196.5857019,11300
-23.06947446,-196.5857019,11301
-23.04047767,-196.5857019,11302
-23.02856326,-196.5857019,11303
-23.0170232,-196.5857019,11304
-22.78781535,-196.5857019,11305
-22.87720551,-196.5857019,11306
-22.89191945,-196.5857019,11307
-22.92950424,-196.5857019,11308
-22.91611462,-196.5857019,11309
-19.64865883,-196.5857019,11310
-20.01674902,-196.5857019,11311
-20.84737944,-196.5857019,11312
-22.27430097,-196.5857019,11313
-22.77215568,-196.5857019,11314
-22.95914142,-196.5857019,11315
-23.0212537,-196.5857019,11316
-23.07806091,-196.5857019,11317
-23.0762045,-196.5857019,11318
-23.04636119,-196.5857019,11319
-22.91960977,-196.5857019,11320
-22.98289244,-196.5857019,11321
-23.02745428,-196.5857019,11322
-23.02467456,-196.5857019,11323
-23.05237753,-196.5857019,11324
-22.99904237,-196.5857019,11325
-23.0281474,-196.5857019,11326
-23.06347076,-196.5857019,11327
-23.0532967,-196.5857019,11328
-23.01713635,-196.5857019,11329
-23.02049738,-196.5857019,11330
-23.02844474,-196.5857019,11331
-23.00360074,-196.5857019,11332
-23.02338634,-196.5857019,11333
-23.04005119,-196.5857019,11334
-23.0007526,-196.5857019,11335
-22.96930706,-196.5857019,11336
-22.9831688,-196.5857019,11337
-23.06007545,-196.5857019,11338
-23.04619788,-196.5857019,11339
-22.99916974,-196.5857019,11340
-23.02225474,-196.5857019,11341
-23.09291491,-196.5857019,11342
-23.02172275,-196.5857019,11343
-22.95665584,-196.5857019,11344
-23.02352543,-196.5857019,11345
-22.98127039,-196.5857019,11346
-22.96668224,-196.5857019,11347
-23.01543278,-196.5857019,11348
-23.03903195,-196.5857019,11349
-23.01407315,-196.5857019,11350
-23.01284043,-196.5857019,11351
-22.972342,-196.5857019,11352
-22.98353764,-196.5857019,11353
-22.98916923,-196.5857019,11354
-22.9806912,-196.5857019,11355
-23.01459999,-196.5857019,11356
-23.00418243,-196.5857019,11357
-22.99744906,-196.5857019,11358
-23.01359159,-196.5857019,11359
-22.97660055,-196.5857019,11360
-22.93051032,-196.5857019,11361
-22.95184234,-196.5857019,11362
-22.94487401,-196.5857019,11363
-22.96129745,-196.5857019,11364
-23.00448956,-196.5857019,11365
-22.84597506,-196.5857019,11366
-22.87286623,-196.5857019,11367
-22.33973042,-196.5857019,11368
-22.57369067,-196.5857019,11369
-22.00541515,-196.5857019,11370
-22.38351401,-196.5857019,11371
-22.21916906,-196.5857019,11372
-22.58598715,-196.5857019,11373
-22.80318961,-196.5857019,11374
-22.88967285,-196.5857019,11375
-22.89857748,-196.5857019,11376
-22.95749098,-196.5857019,11377
-22.97367605,-196.5857019,11378
-22.9217749,-196.5857019,11379
-22.94905472,-196.5857019,11380
-22.82274442,-196.5857019,11381
-22.86364197,-196.5857019,11382
-22.90518343,-196.5857019,11383
-22.94519436,-196.5857019,11384
-23.01572641,-196.5857019,11385
-23.01227896,-196.5857019,11386
-23.0029405,-196.5857019,11387
-22.95795239,-196.5857019,11388
-22.9579324,-196.5857019,11389
-22.23072654,-196.5857019,11390
-22.33986508,-196.5857019,11391
-22.67178112,-196.5857019,11392
-21.70431557,-196.5857019,11393
-21.84673789,-196.5857019,11394
-22.5009064,-196.5857019,11395
-22.74471235,-196.5857019,11396
-22.77492109,-196.5857019,11397
-22.81042098,-196.5857019,11398
-22.91807827,-196.5857019,11399
-22.90128087,-196.5857019,11400
-22.92989022,-196.5857019,11401
-22.939059,-196.5857019,11402
-22.97714611,-196.5857019,11403
-22.57099988,-196.5857019,11404
-22.82838977,-196.5857019,11405
-22.90754967,-196.5857019,11406
-22.80205893,-196.5857019,11407
-22.88891492,-196.5857019,11408
-22.93885699,-196.5857019,11409
-22.93680835,-196.5857019,11410
-22.93389083,-196.5857019,11411
-22.95655434,-196.5857019,11412
-22.97897406,-196.5857019,11413
-22.97946217,-196.5857019,11414
-22.94281798,-196.5857019,11415
-22.93633916,-196.5857019,11416
-22.9693569,-196.5857019,11417
-23.0028603,-196.5857019,11418
-22.93664069,-196.5857019,11419
-22.8888928,-196.5857019,11420
-22.88011363,-196.5857019,11421
-22.88164298,-196.5857019,11422
-22.86038345,-196.5857019,11423
-22.91945634,-196.5857019,11424
-22.93922243,-196.5857019,11425
-22.91505198,-196.5857019,11426
-22.96023463,-196.5857019,11427
-22.93554517,-196.5857019,11428
-22.97644946,-196.5857019,11429
-22.9938603,-196.5857019,11430
-22.94808798,-196.5857019,11431
-22.98029708,-196.5857019,11432
-22.98126512,-196.5857019,11433
-22.9666623,-196.5857019,11434
-22.97660756,-196.5857019,11435
-22.97127152,-196.5857019,11436
-22.83545689,-196.5857019,11437
-22.93181652,-196.5857019,11438
-23.00621878,-196.5857019,11439
-23.011648,-196.5857019,11440
-22.98633077,-196.5857019,11441
-22.92117376,-196.5857019,11442
